id,Title,Ingredients,Steps,Loves,URL,Total Porsi,Waktu Memasak,Category,Title Cleaned,Total Ingredients,Ingredients Cleaned,Total Steps,Total Porsi (Floor),Waktu Memasak (Floor)
111,Ayam Rica Crispy,"200 gr fillet ayam--150 gr tepung maizena--50 gr tepung terigu--2 butir telur--3 siung bawang putih cincang--1 buah bawang bombai iris--10 buah cabai rawit dan merah (iris tipis)--1 buah tomat--2 batang daun bawang--6 sdm saus cabai--2 sdm saus tomat--1 sdm saus tiram--1 sdm minyak wijen--150 ml air--Air jeruk nipis untuk marinasi ayam--secukupnya Garam, gula, merica--","1) Cuci bersih ayam, lumuri dengan air jeruk nipis, garam dan merica. Diamkan 15 menit.
2) Kocok lepas telur. Di wadah terpisah campur tepung maizena dan terigu.
3) Masukkan daging ayam ke dalam telur, tepung, telur lagi dan tepung lagi. Tekan sambil dicubit-cubit. Goreng hingga matang. Sisihkan.
4) Tumis bawang putih dan bawang bombai sampai harum. tambahkan cabai dan tomat. Masukkan saus cabai, saus tomat, saus tiram, minyak wijen, garam, lada dan gula. Tambahkan air. Aduk rata dan tunggu mendidih.
5) Masukkan ayam dan daun bawang. Aduk rata dan siap disajikan.",4,https://cookpad.com/id/resep/4466758-ayam-rica-crispy,6,45,ayam,ayam rica crispy,16,"fillet ayam , tepung maizena , tepung terigu , telur , bawang putih cincang , bawang bombai , cabai rawit merah tipis , tomat , batang daun bawang , saus cabai , saus tomat , saus tiram , minyak wijen , air , air jeruk nipis marinasi ayam , garam , gula , merica",5,6,45
112,Ayam Mentega,1/2 kg Sayap Ayam--6 siung Bawang Merah--4 siung Bawang Putih--Cabai merah besar--Laos--Merica--Gula--Garam--1 Sdm Saos Tiram--1 Sdm Mentega--Daun Bawang--Kecap manis--,"1) Goreng sayap ayam hingga setengah matang. Tiriskan.
2) Tumis duo bawang dan laos sampe harum baunya.
3) Masukkan ayam yang telah digoreng sebelumnya.
4) Tambahkan air secukupnya. Lalu masukkan merica, gula, garam, kecap, dan saos tiram sesuai selera.
5) Setelah air agak menyusut masukkan 1 Sdm mentega. Masukkan daun bawang. Koreksi rasa. Angkat.",5,https://cookpad.com/id/resep/4467000-ayam-mentega,3,46,ayam,ayam mentega,12,"sayap ayam , bawang merah , bawang putih , cabai merah , laos , merica , gula , garam , saos tiram , mentega , daun bawang , kecap manis",5,3,46
113,Ayam Ungkep Bumbu Kuning,12 potong Ayam--×Bumbu Halus×--8 butir Bawang Merah--6 butir Bawang Putih--2 cm Jahe--3 ruas Kunyit--2 cm Kencur--5 cm Laos--2 jumput Ketumbar--2 sdm Lada--×Bumbu Pelengkap×--4 lembar Daun Jeruk--3 lembar Daun Salam--2 batang Serai--secukupnya Garam--3-4 gelas Air--,"1) Siapkan bahan dan haluskan bumbu
2) Masukkan air ke dalam panci, masukkan ayam dan bumbu halus. Aduk-aduk
3) Masukkan daun jeruk, daun salam, dan serai geprek
4) Setelah air mendidih, masukkan garam dan biarkan ayam matang sekitar 20 menit",5,https://cookpad.com/id/resep/4466818-ayam-ungkep-bumbu-kuning,7,45,ayam,ayam ungkep bumbu kuning,16,"potong ayam , bumbu halus , bawang merah , bawang putih , jahe , kunyit , kencur , laos , biji ketumbar , lada , bumbu pelengkap , daun jeruk , daun salam , serai , garam , air",4,7,45
114,Ayam kecap pedas,"100 gr ayam--2 siung bawang putih--1 bh cabe gendot--3 bh cabe rawit domba (bisa ditambah sesuai selera)--1 sdm saos cabe botol (saya pake merk indofood)--1 sdm kecap manis--secukupnya Garam, gula, merica--","1) Rebus dada ayam hingga matang. Tunggu dingin lalu suir sesuai selera. Tiriskan
2) Tumis bawang putih, cabe gendot, cabe rawit sampai agak layu
3) Masukan ayam yg sudah disuir tadi
4) Masukan air kurang lebih 1 cangkir
5) Beri garam, gula, merica, saos sambal, kecap
6) Aduk rata, koreksi rasa. Tunggu sampai Air menyusut atau tinggal sedikit.
7) Angkat lalu sajikan dengan nasi hangat.
8) Selamat mencoba.",0,https://cookpad.com/id/resep/4466635-ayam-kecap-pedas,4,48,ayam,ayam kecap pedas,7,"ayam , bawang putih , cabe gendot , cabe rawit domba ditambah , saos cabe botol pake merk indofood , kecap manis , garam , gula , merica",8,4,48
115,Ayam Geprek,4 potong Ayam--3 sdm tepung bumbu ayam--1 sdt garam--6 biji bawang merah--3 biji bawang putih--secukupnya Air--Lombok prawit 12 biji (tergantung selera)--,"1) Haluskan bawang merah dan garam masukan ke dalam tepung bumbu, cuci ayam
2) Basahi ayam dengan air garam dan gulung ke dalam tepung bumbu
3) Goreng ayam tepung setelah warna menjadi coklat angkat dan tiriskan
4) Haluskan bawang putih dan lombok,
5) Geprek ayam dan letakan bawang dan lombok yg sudah di haluskan di atas ayam lalu geprek lagi sekali sampai dua kali sampai lombok meresap",0,https://cookpad.com/id/resep/4466727-ayam-geprek,5,37,ayam,ayam geprek,7,"potong ayam , tepung bumbu ayam , garam , biji bawang merah , biji bawang putih , air , lombok prawit biji",5,5,37
116,Chicken wings cola,"10 potong sayap ayam, cuci bersih, potong jadi 2--300 ml coca cola--1 sendok makan pasta tomat ato saos tomat--4 siung bawang putih, cincang halus--1 ruas jahe, geprek--secukupnya Garam, gula pasir dan merica--Untuk yg suka pedas, boleh ditambah cabai bubuk ato saos sambel--","1) Tumis bawang putih dgn sedikit minyak sampe harum.
2) Masukkan sayap ayam, kemudian tambahkan saos tomat (dan saos sambal jika suka pedas). Aduk sampai tercampur.
3) Tuangkan coca cola sampai seluruh ayam terendam.
4) Masukkan jahe, gula pasir, garam dan lada bubuk.
5) Cicipi rasa dan masak sampai ayam matang dan coca cola asat.",6,https://cookpad.com/id/resep/4466732-chicken-wings-cola,4,37,ayam,chicken wings cola,7,"potong sayap ayam , potong , coca cola , pasta tomat ato saos tomat , bawang putih , cincang halus , jahe , geprek , garam , gula pasir merica , suka pedas , ditambah cabai bubuk ato saos sambel",5,4,37
117,Ayam suir kecap,1/2 kg ayam--5 sendok makan kecap manis(sy pake kecap Bangau lbih kental)--5 empela ayam--5 cabe rawit--5 cabe merah besar(iria tipis)--5 siung bawang merah--2 siung bawang putih--1 bawang bombay (iris tipis)--2 kemiri--secukupnya Lada bubuk--Penyedap rasa ayam--2 batang sereh--2 lembar daun salam--1 buah tomat (iris tipis)--secukupnya Garam--Minyak utk menumis--,"1) Rebus ayam dan empela hingga mendidih,tiriskan dan potong kecil"" (simpan air kaldu)
2) Ulek bumbu(bawang merah,bawang putih,cabe rawit,kemiri,garam hingga halus dam sereh (geprek)
3) Panaskan minyaak, masukan bumbu halus dan irisan bawang bombay,tomat,cabe merah yg sdh di iris,daun salam dan aduk hingga harum
4) Masukan ayam yg udh di potong"" aduk hingga tercampur rata dgn bumbu
5) Masukan air kaldu secukupnya,penyedap rasa dan lada bubuk,tunggu sampai mendidih
6) Masukan kecap aduk hingga rata (15menit) biarkan mendidih
7) Ayam suir kecap siaaap di hidangkaaan...",6,https://cookpad.com/id/resep/4466569-ayam-suir-kecap,3,49,ayam,ayam suir kecap,16,"ayam , kecap manis pake kecap bangau lbih kental , empela ayam , cabe rawit , cabe merah iria tipis , bawang merah , bawang putih , bawang bombai tipis , kemiri , lada , penyedap ayam , serai , daun salam , tomat tipis , garam , minyak utk menumis",7,3,49
118,Suwir Ayam Balado 😋,1/2 ekor ayam--Bawang putih--Bawang Merah 12 siung atau sesuai selera--1 ons Cabai Merah--3 lembar daun jeruk--Secukupnya garam--Secukupnya gula--Secukupnya penyedap rasa (Royko ayam or masako ayam)--,"1) Cuci ayam dan bahan"",,siapkan air untuk merebus ayam
2) Rebus ayam sampai empuk biar gampang untuk menyuirnya kira"" 20-30mnt
3) Sambil menunggu ayam empuk,, siapkan ulekan, masukkan bamer, baput, cabai dan tambahkan garam,, ulek sampai benar"" halus
4) Setelah ayam matang,, suwir daging mnjadi kecil""
5) Setelah halus bumbu,, siapkan wajan kasi minyak sedikit,, masukan bumbu masak sampai harum
6) Setelah harum masukan ayam suwir,, aduk hingga merata,,tambahkan garam,gula dan penyedap rasa sesuai selera,,
7) Setelah pas rasanya, tambahkan daun jeruk,,tunggu hingga matang,,,
8) Sajikan sesuai selera  selamat mencoba",8,https://cookpad.com/id/resep/4466449-suwir-ayam-balado-%F0%9F%98%8B,4,50,ayam,suwir ayam balado,8,"ayam , bawang putih , bawang merah , cabai merah , daun jeruk , garam , gula , penyedap royko ayam or masako ayam",8,4,50
119,Mie Ayam Abang2,"Bahan ayam kecap :--2 potong dada ayam, potong dadu--1 ruas lengkuas, geprek--1 ruas jahe, geprek--1 lembar daun salam--2 lembar daun jeruk--1,5 sdm kecap manis--1/2 sdt gula pasir / sesuai selera--Secukupnya garam--Bumbu halus ayam kecap :--3 bawang merah--3 siung bawang putih--1/4 sdt merica--1 ruas kunyit / kunyit bubuk atau giling--1 sdt ketumbar sangrai--1 kemiri--1 batang serai, ambil bagian putihnya--Bahan minyak ayam :--6 sdm minyak goreng--2 siung bawang putih--Secukupnya kulit ayam--Bahan kuah :--Secukupnya air--Secukupnya tulang2 ayam--Secukupnya garam--Secukupnya daun bawang--Bahan sambal :--10 cabe rawit merah--2 cabe merah keriting--1 siung bawang putih--1/4 sdt garam--Pelengkap :--3 porsi mie, rebus--Secukupnya sawi, potong & rebus--Secukupnya daun bawang, iris--Secukupnya saos sambal belibis--","1) AYAM KECAP : tumis bumbu halus, daun salam, daun jeruk, jahe & lengkuas.
2) Masukkan ayam, tumis sampai ayam berubah warna. Tambahkan kecap, air, gula & garam.
3) Masak ayam sampai matang & air menyusut.
4) MINYAK AYAM : panaskan wajan. masukkan semua bahan, masak sampai kulit ayam & bawang putih kering.
5) KUAH : siapkan panci, didihkan air secukupnya. Kecilkan api, masukkan tulang2 ayam. Masak sampai kaldu ayam keluar. Bila sudah matang tambahkan garam & daun bawang. Matikan api.
6) Sambal : rebus cabe & bawang putih sampai matang. Tambahkan garam lalu blender.
7) PENYAJIAN : Siapkan mangkuk. Masukkan 2 sdm minyak ayam. Tambahkan mie, aduk rata. Tata sawi, topping ayam kecap, sambal, saos. Terakhir taburkan daun bawang & beri kuah.
8) Siap disajikan",5,https://cookpad.com/id/resep/4466528-mie-ayam-abang2,3,53,ayam,mie ayam abang,36,"ayam kecap , potong dada ayam , potong dadu , lengkuas , geprek , jahe , geprek , daun salam , daun jeruk , kecap manis , gula pasir , garam , bumbu halus ayam kecap , bawang merah , bawang putih , merica , kunyit bubuk giling , biji ketumbar , kemiri , serai , ambil putihnya , minyak ayam , minyak goreng , bawang putih , kulit ayam , kuah , air , tulang ayam , garam , daun bawang , sambal , cabe rawit merah , cabe merah keriting , bawang putih , garam , pelengkap , porsi mie , rebus , sawi , potong & rebus , daun bawang , saos sambal belibis",8,3,53
120,Bubur Ayam Bumbu Kuning,Bahan bubur:--1 gelas beras--6 gelas air--1/2 santan kara yang ukuran paling kecil--1 lembar daun salam--1 batang sereh (geprek)--secukupnya Garam--Bahan bumbu kuning:--4 siung bawang merah--3 siung bawang putih--1 ruas jahe--1 butir kemiri--1 batang sereh (geprek)--1 sdt kunyit bubuk--secukupnya Garam--secukupnya Merica--secukupnya Kaldu bubuk--1 (1/2 gelas) air--Sedikit minyak untuk menumis--Bahan pelengkap:--Ayam suwir--Bawang goreng--Seledri--Kerupuk bawang--,"1) Membuat bubur: campur semua bahan bubur, aduk rata sampai beras menjadi bubur. Terus diaduk agar bubur tidak gosong. Jika masih ada bentuk nasi, air bisa ditambah sedikit demi sedikit sampai bubur matang.
2) Haluskan: bawang merah, bawang putih, kemiri, dan jahe.
3) Panaskan minyak, tumis bumbu halus, kunyit bubuk, dan sereh sampai harum. Tambahkan garam, merica, dan kaldu bubuk. Koreksi rasa.
4) Angkat bumbu kuning lalu saring.
5) Sajikan bubur, beri kuah bumbu kuning, ayam suwir, bawang goreng, seledri, dan kerupuk.
6) Selamat menikmati",0,https://cookpad.com/id/resep/4466601-bubur-ayam-bumbu-kuning,5,42,ayam,bubur ayam bumbu kuning,24,"bubur , beras , air , santan kara , daun salam , serai geprek , garam , bumbu kuning , bawang merah , bawang putih , jahe , kemiri , serai geprek , kunyit , garam , merica , kaldu bubuk , air , minyak menumis , pelengkap , ayam suwir , bawang goreng , seledri , kerupuk bawang",6,5,42
121,Pentol Ayam Bumbu Kecap,1 kg Ayam--6 Siung bawang merah--4 Siung bawang putih--Garam--Gula--Masako--1 butir telur Ayam--Tepung Kanji--Daun sop--Lombok Merah--Lombok hijau--Pala--Ketumbar--Blue Band (untuk menumis)--Kecap Manis--Tomat--Air--,"1) Cuci bersih ayam pisahkan daging dan tulang nya, lalu haluskan daging ayam..
2) Haluskan Bumbu (bawang merah, bawang putih, pala, ketumbar, garam, gula)
3) Masukan separo dari bumbu yang di haluskan ke ayam yg telah di haluskan td.. Aduk hingga rata, masukan juga tepung kanji secukup nya, masukan telur ayam.. Aduk merata
4) Potong2 daun sop.. Lalu masukan ke dalam ayam yg di haluskan td beserta bumbu.. Aduk merata
5) Masukan blue band k dalam wajan.. Masukan sisa bumbu yg telah di haluskan td.. Sampai wangi..yah  lalu masukan air secukupnya..
6) Bulat2kan ayam yg di haluskan td.. Kedalam air yg bumbu tumisan td..
7) Setelah bulatan ayam mnegras masukan kecap sesuai selera yah.. Aduk merata..
8) Potong2 lombok merah, lombok hijau & tomat (untuk hiasan)
9) Setalah matang angkat pentol2 ayam td ke dalam wadah lalu hias.. Siap d hidangkan. Selamat mencoba",1,https://cookpad.com/id/resep/4466626-pentol-ayam-bumbu-kecap,3,38,ayam,pentol ayam bumbu kecap,17,"ayam , bawang merah , bawang putih , garam , gula , masako , telur ayam , tepung kanji , daun sop , lombok merah , lombok hijau , pala , ketumbar , blue band menumis , kecap manis , tomat , air",9,3,38
122,Germasem Ayam Kampung,1 ekor ayam kampung cuci bersih--10 siung bawang merah--2 siung bawang putih kating--4 biji kemiri--10 buah cabe--10 buah cabe rawit/cengek--1/2 sdm merica bubuk--4 cm jahe--6 cm lengkuas/laos--3 helai daun salam--4 helai daun jeruk (disobek)--1 batang serai digeprek--2 buah tomat--1/2 sdm gula pasir--1/2 sdm garam--Penyedap secukupnya jika suka--,"1) Haluskan dan tumis bumbu (kecuali daun salam, daun jeruk, serai dan tomat) hingga harum.
2) Masukkan daun salam, daun jeruk, serai.
3) Masukkan ayam kampung dan tambah sedikit air (jangan langsung banyak karena menjadi anyir). Tunggu sampai air berkurang lalu tambah air lagi.
4) Masukkan tomat dan masak hingga matang.
5) Germasem ayam kampung siap disajikan",2,https://cookpad.com/id/resep/4466725-germasem-ayam-kampung,6,45,ayam,germasem ayam kampung,16,"ayam kampung , bawang merah , bawang putih , kemiri , cabe , cabe rawit cengek , merica bubuk , jahe , lengkuas laos , daun salam , daun jeruk , serai digeprek , tomat , gula pasir , garam , penyedap suka",5,6,45
123,Sup ayam brokoli,"1 bonggol brokoli--2 sayap ayam--2 batang wortel, potong2--1 buah kentang, potong dadu--1 batang seledri, iris2--1 batang daun bawang, iris2--3 butir bawang merah--2 siung bawang putih--secukupnya Garam dan ada bubuk--","1) Cuci bersih sayap ayam dan sayuran, rendam brokoli dengan air hangat+garam (supaya ulat dalam brokoli mati) lalu cacah brokoli
2) Rebus sayap ayam dengan api kecil hingga matang dan kuah menjadi berkaldu, masukan potongan kentang dan wortel, masak hingga 1/2 matang
3) Haluskan bawang merah dan bawang putih, lalu tumis hingga harum, masukan ke dalam kuah kaldu sup
4) Masukan cacahan brokoli+daun bawang+seledri
5) Beri garam dan lada bubuk lalu test rasa, masak hingga semua matang",20,https://cookpad.com/id/resep/4466784-sup-ayam-brokoli,5,38,ayam,sup ayam brokoli,9,"bonggol brokoli , sayap ayam , batang wortel , potong , kentang , potong dadu , batang seledri , batang daun bawang , bawang merah , bawang putih , garam bubuk",5,5,38
124,Ayam Bumbu Kuning,"1/2 kg ayam,bersihkan--1 batang serai,memarkan--1 ruas lengkuas besar,memarkan--1 lembar daun salam--1 lembar daun jeruk--secukupnya Air--Bumbu halus:--2 siung bawang putih--4 siung bawang merah--1 ruas jahe,bakar sebentar--1 ruas kunyit,bakar sebentar--2 biji kemiri,bakar sebentar--1 sdt ketumbar--Secukupnya garam--Secukupnya gula--Secukupnya merica--Minyak untuk menumis--","1) Bersihkan ayam terlebih dahulu,kemudian rebus sebentar dengan air+daun salam,setelah mendidih buang airnya.
2) Haluskan semua bahan bumbu halus (saya pakai ulekan ).
3) Kemudian panaskan wajan berisi minyak,masukkan daun salam,daun jeruk,lengkuas,serai.tumis hingga layu
4) Setelah layu,masukkan bumbu halus.tumis hingga beraroma harum.
5) Masukkan ayam,tutup wajan dan diamkan selama 5 menit.kemudian tambahkan air.
6) Tutup kembali wajan dan diamkan sampai air menyusut (kurang lebih 30 menit).
7) Angkat dan sajikan begitu saja atau digoreng dahulu.",2,https://cookpad.com/id/resep/4466188-ayam-bumbu-kuning,3,49,ayam,ayam bumbu kuning,17,"ayam , bersihkan , serai , memarkan , lengkuas , memarkan , daun salam , daun jeruk , air , bumbu halus , bawang putih , bawang merah , jahe , bakar sebentar , kunyit , bakar sebentar , kemiri , bakar sebentar , ketumbar , garam , gula , merica , minyak menumis",7,3,49
125,Sambal Ayam gecok sederhana🍗,"1 Ayam goreng (me:paha)--👉🏻Bahan sambal:--20 cabe rawit (optional)--1 siung bawang putih kecil--1 siung bawang merah kecil--1 buah jeruk limo kecil--Tomat sesuai selera (me :2 tomat cherry)--Royco,gula,penyedap rasa (optional)--","1) Uleg semua bahan sambal,tes rasa,beri perasan jeruk limo aduk2,taruh ayam goreng pd cobek yg berisi sambal,lalu tekan2 hingga sedikit hancur
2) Siap disajikan bersama lalapan  sambal bs jg di tambahin kencur sedikit jika suka,kebetulan sy lg gada kencur",9,https://cookpad.com/id/resep/4466543-sambal-ayam-gecok-sederhana%F0%9F%8D%97,7,40,ayam,sambal ayam gecok sederhana,8,"ayam goreng me paha , sambal , cabe rawit , bawang putih , bawang merah , jeruk limo , tomat me tomat cherry , royco , gula , penyedap",2,7,40
126,Kuah Soto ayam simple,"bumbu halus :--3 bawang putih--1/2 sdt ketumbar--10 butir lada/lada bubuk sedikit jg bs--1 kemiri--1 ruas jari kunyit--1/4 ekor ayam bagian dada, potong2--2 lembar salam--1 lembar daun jeruk.. ditambah jg bs.. kalo anak2ku kurang suka bau na--1 batang sereh geprek--1 ruas jari jahe geprek--1 batang daun bawang dan sedikit seledri potong2--bawang goreng--secukupnya garam dan kaldu bubuk--3/4 gayung air utk merebus--minyak utk menumis bumbu--","1) Cuci bersih ayam.. masuk kan k panci.. tambah air, salam, sereh, jahe, daun jeruk, garam, kaldu bubuk.. masak
2) Sambil merebus ayam tumis bumbu halus lalu tuang k panci rebusan.. kalo ayam sudah empuk angkat ayam.. tulangan aq biarin d panci.. tes rasa, tambah daun bawang seledri, bawang goreng. masak sebentar matikan kompor..
3) Ayam digoreng g usah lama2 y biar g keras..
4) Penyajian suwir2 ayam siram kuah soto kasih jeruk nipis dikit.. kalo mo pake pelengkap yg lain jg bs ky soun rebus, kol iris, toge, bubuk koya, emping, telur rebus..
5) Atau sambal rebus : cabe rawit yg sudah direbus, tambah garam dikit, haluskan.. mo dikasih air dikit trus dimasak sebentar jg bs..
6) Soto na mau pake santan jg bs..",6,https://cookpad.com/id/resep/4466196-kuah-soto-ayam-simple,5,43,ayam,kuah soto ayam simple,16,"bumbu halus , bawang putih , ketumbar , lada , kemiri , kunyit , ayam dada , potong , salam , daun jeruk ditambah jg bs kalo anak suka bau na , serai geprek , jahe , batang daun bawang seledri potong , bawang goreng , garam kaldu bubuk , gayung air utk merebus , minyak utk menumis bumbu",6,5,43
127,Ayam serundeng,1 ekor ayam potong sesuai selera--1/4 buah kelapa parut--3 lembar daun salam--Bumbu halus;--1 ruas jari kunyit--2 ruas jari lengkuas--4 buah bawang merah--2 buah bawang putih--3 butir kemiri--1/2 sdm ketumbar--Secukupnya garam--Secukupnya air dan minyak goreng--,"1) Cuci bersih ayam hingga kesat, tiriskan. Haluskan semua bumbu, panaskan sedikit minyak lalu tumis bumbu hingga harum. Masukan daun salam, tumis hingga layu. Tambahkan air (tidak usah terlalu banyak, asal ayam terendam saja) masukan ayam, aduk-aduk lalu ungkep hingga air menyusut. Jika sudah empuk, angkat ayam dan tiriskan. Sisa air ungkepan jangan dibuang.
2) Panaskan minyak, goreng ayam hingga kuning keemasan. Jika sudah matang, angkat, sisihkan.
3) Siapkan kelapa, panaskan kembali sisa air ungkepan, masukan kelapa parut lalu sangrai hingga wangi dan coklat keemasan. Masukan ayam yang telah digoreng. Aduk-aduk beberapa saat, jika sudah meresap dan matang, angkat, sajikan. Selamat mencoba.",3,https://cookpad.com/id/resep/4466165-ayam-serundeng,7,45,ayam,ayam serundeng,12,"ayam potong , kelapa parut , daun salam , bumbu halus , kunyit , lengkuas , bawang merah , bawang putih , kemiri , ketumbar , garam , air minyak goreng",3,7,45
